Price,Adj Close,Close,High,Low,Open,Volume,rsi,macd,bb_high,bb_low,bb_width,return,target
Ticker,TATMOTORS.NS,TATMOTORS.NS,TATMOTORS.NS,TATMOTORS.NS,TATMOTORS.NS,TATMOTORS.NS,,,,,,,
Date,,,,,,,,,,,,,
