Price,Close,High,Low,Open,Volume,rsi,macd,bb_high,bb_low,bb_width,return,target
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,,,,,,,
Date,,,,,,,,,,,,
2018-02-19,309.5019836425781,319.0362961615135,305.0978233690102,318.9394952626411,19044107,40.77971673207306,-2.8533631332048026,356.6021683631705,301.05205526964204,16.89341027468067,-0.007818661867500132,0
2018-02-20,307.08209228515625,313.8093556104282,306.1625281047572,310.2279293219624,16030558,39.133470901958326,-2.8861779897421296,355.6601073671196,298.47561650983346,17.483983451740947,0.0061467039988010175,1
2018-02-21,308.9696350097656,310.4215599307899,305.58181019404225,308.77603320450044,9974873,41.129797612637304,-2.6370830006970714,354.4628605436761,296.54638933425366,17.792825899257895,-0.0026628956797777326,0
2018-02-22,308.1468811035156,309.0664158580249,303.88790711236925,306.8401427265929,25530698,40.50616042451125,-2.391304706526748,350.83473791810053,295.9203737762354,16.981501390225826,0.013821240548393066,1
2018-02-23,312.4058532714844,313.6641764185174,308.14687930519307,308.82442656148436,7949765,45.14304870701087,-1.830735203403226,348.4635000426585,295.38776338507586,16.486955814924745,0.013322861428467503,1
2018-02-26,316.5679931640625,317.29395556655413,312.7929945790031,314.5837077463797,7133735,49.301629910218125,-1.1042536424273437,343.74753120579214,296.83689567409067,14.646199177894712,-0.014982406755805755,0
2018-02-27,311.8250427246094,316.56799114947427,309.40516806503695,316.51960547207705,9623651,45.10540549081713,-0.8776502253773217,339.0331219963405,298.1150774665501,12.844121529114872,-0.027626759867968698,0
2018-02-28,303.2103271484375,306.8401395245162,301.12924062738347,305.04942617775293,17481687,38.66780540711933,-1.221326333739329,335.1235017492057,298.15290205938805,11.675975756390852,-0.026496347073693416,0
2018-03-01,295.1763610839844,303.93629667227816,294.4987842756071,302.62955827868734,18986889,33.8200238214464,-1.8645808041163843,331.2634053320806,297.36684063959905,10.784261466798279,-0.005246817755250266,0
2018-03-05,293.62762451171875,296.6766609595225,289.70740947355245,294.69237536922645,14456193,32.96211557466579,-2.2437627734109906,328.6485407189949,295.8340398474113,10.509340658252096,-0.027361278125548893,0
2018-03-06,285.5935974121094,297.83818690281674,284.77086365395485,297.54778421803945,18951451,28.87077364410824,-2.8463139709695477,329.4554232481503,291.15051242079505,12.34435851344758,-0.02830023857886621,0
2018-03-07,277.51123046875,284.3836506893979,276.2044922790899,283.89967577022634,31472773,25.448582586100798,-3.5538795545856265,331.65173127929415,284.79201872070587,15.20324037954421,0.03575184791578323,1
2018-03-08,287.4327697753906,288.44910547889936,279.9795428180256,280.9474928364112,21413552,35.54822283209738,-3.133107116977981,331.01182007062243,282.1651025367994,15.932340482127533,-0.014312322737664696,0
2018-03-09,283.3189392089844,289.90098651950944,281.38303946594925,289.4170115837507,12489587,33.52048272870566,-2.915735384912818,330.0187994447067,279.30084166857455,16.64740617370086,0.02716098319706539,1
2018-03-12,291.01416015625,292.2240976502802,284.3353110971011,286.1260244961638,12163952,40.37224422524181,-2.076974629700006,327.5808408249055,278.5252108108367,16.187144108420906,0.012306689463202014,1
2018-03-13,294.5955810546875,297.1606425827647,289.99781866944926,290.48179365736905,15966647,43.30116399866057,-1.1505077610781669,325.97392980584374,277.96391809454684,15.898990890604143,0.005585546426157828,1
2018-03-14,296.2410583496094,297.5962118561592,288.2554715864511,293.43400951651785,12964285,44.64648351293601,-0.3385604820361374,324.2454160711878,277.73717059873405,15.451691295500897,-0.015030141975664102,0
2018-03-15,291.78851318359375,295.950685995039,290.7721480509243,295.950685995039,13282019,41.75910572501576,-0.02934538071871806,323.4435421029782,276.84513282377964,15.525333468896147,-0.011112998343535185,0
2018-03-16,288.5458679199219,292.17568000494396,287.8682911815899,291.5949041634432,28835112,39.74326733635895,0.025837233856377928,320.94609497796705,276.3854907153923,14.919888828865647,-0.011908741880415241,0
2018-03-19,285.1096496582031,290.38498876998665,281.9154265975287,288.5458897490078,13601784,37.668140315235256,-0.09350782146832515,319.6841648579736,275.08235125530763,14.998091652547219,-0.008657343724729039,0
2018-03-20,282.641357421875,287.67470847942855,280.9474451770521,283.6093072760595,10880002,36.20576332618986,-0.25400327318642724,318.49479279912043,273.5856606920905,15.169942477317925,-0.009588956196731613,0
2018-03-21,279.9311218261719,285.59360508794606,278.1404086101169,285.5452194089256,13618228,34.616613322777525,-0.4467388944952857,317.5814091487442,271.7839472965683,15.541280583031869,-0.02057401772177536,0
2018-03-22,274.17181396484375,280.36668752517227,271.8971257522071,280.22150094553314,24593489,31.45687779855318,-0.843144970255107,316.5130794512405,269.3724948895798,16.092078940396707,-0.02718447401631907,0
2018-03-23,266.7185974121094,268.9449000250209,264.78269750844106,268.2189375611453,31922568,27.90682571235429,-1.4526070770591293,315.9652842500917,265.777461721588,17.25430110681499,0.02213748886563649,1
2018-03-26,272.6230773925781,274.0750022104397,267.10578080839576,267.2509673822847,24618534,34.23843154734875,-1.3078917937182961,313.1253977674076,264.6390706163815,16.78411525951378,0.00798863758607804,1
2018-03-27,274.80096435546875,278.0919880315639,272.38108966135667,275.38174018995284,22377328,36.45528765514205,-0.932900457785955,308.163073547149,265.42469195578065,14.902124543711198,-0.01954906105470955,0
2018-03-28,269.4288635253906,274.22019785920367,268.2189261371317,273.92982470181636,27172599,33.45907410125908,-0.912930532700619,304.0044886804707,265.3436589025372,13.580734368612992,-0.05927795261900326,0
2018-04-02,253.45767211914062,265.0730702269692,250.50540737637655,264.2503069531011,73359584,26.488768173832838,-1.7908564523104396,303.9829059352124,260.3899761448658,15.448272294614346,0.03131554172449613,1
2018-04-03,261.39483642578125,262.7983754770879,253.0220764114799,253.0220764114799,40773239,33.86266950421246,-1.655686633406006,303.221460559913,257.77326905434484,16.202716035075237,-0.005184238048349443,0
2018-04-04,260.0397033691406,264.5406639534763,256.99066745971857,258.68457958045116,33486876,33.24943144946677,-1.4818529222665457,302.36208652143443,255.27385097856555,16.888522556123416,0.037223178880459784,1
2018-04-05,269.7192077636719,271.02594591078133,259.120175102637,259.2169464517323,26759108,41.41110265608627,-0.5853158571361092,301.6712613560424,254.37723717911382,17.010755105541723,0.007177626019174266,1
2018-04-06,271.6551513671875,273.8814540070848,268.1221399080656,269.4772639491617,31577015,42.91450141780718,0.22435780869676591,301.5410796659062,253.92181095909382,17.145796599744674,0.0007126811866096094,1
2018-04-09,271.8487548828125,274.36543071178835,265.5570800801173,268.84810406901397,31712527,43.07182410396641,0.8254393163743785,300.4590125914134,253.4454765443288,16.975322269165886,0.028306881276703777,1
2018-04-10,279.5439453125,285.0128863879103,270.10643290944984,270.493636537064,44741783,49.07878899478887,1.741122023158761,300.122905386644,253.4040843594497,16.880413021458807,-0.014716221314711064,0
2018-04-11,275.43011474609375,278.67275261316246,273.30064282495545,278.52756604527565,16811454,46.26804868721422,2.048396564893661,298.41134597874316,253.557239226335,16.252412892571797,0.007731714889287922,1
