Price,Close,High,Low,Open,Volume,rsi,macd,bb_high,bb_low,bb_width,return,target
Ticker,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,,,
Date,,,,,,,,,,,,
2018-02-19,1242.982666015625,1255.6097433364068,1230.9082069195665,1252.080937591492,1568224,47.21061329863877,-13.106109785313212,1377.0175191241728,1211.5656840008273,12.783196222830162,0.007234264544099922,1
2018-02-20,1251.9747314453125,1269.108492480655,1244.8108307786988,1244.853387782282,1889068,49.76130719698127,-11.745055104753153,1377.1717538267947,1211.090428790393,12.83342361154961,0.033127060892182314,1
2018-02-21,1293.448974609375,1302.0796411839533,1258.4799786345695,1264.4108696543633,3089228,59.48500062870061,-7.804819138281314,1374.3845641208184,1210.727264492463,12.66152572719805,0.0025966564155646132,1
2018-02-22,1296.8076171875,1309.0521005963124,1285.0308457461365,1297.5729168625999,3463010,60.15752684572379,-4.869215811971639,1372.4277361278946,1210.4817975635115,12.539807256271615,0.008393037740665799,1
2018-02-23,1307.6917724609375,1313.3037977130093,1272.106319646947,1296.7227526787565,3362500,62.33924206641857,-2.225827371745126,1366.2524166580529,1212.4566409591348,11.928121572662445,-0.01433805446683356,0
2018-02-26,1288.9420166015625,1313.7072881245638,1284.4778904042832,1307.3512434889055,1363882,56.5904032390962,-1.7902582184590656,1362.3985242069275,1212.5117663204164,11.642095527593245,0.0035131124471576847,1
2018-02-27,1293.47021484375,1308.8608034074036,1289.069819554136,1292.8962141372451,1717800,57.60717956300973,-1.2717156665902003,1351.4092585873977,1216.847369830571,10.478850693337137,-0.0023998434142045166,0
2018-02-28,1290.3660888671875,1302.6530209954885,1284.5839421023645,1290.3448103678015,2706864,56.627984162154256,-1.21252845726546,1343.8736917669905,1219.374587041603,9.714166649767934,0.0008733592231870979,1
2018-03-01,1291.4930419921875,1301.4841823202862,1283.967820887562,1296.2973132073434,1718124,56.914320781622386,-1.1715777874579878,1339.5199322690057,1220.5545672427131,9.293898677478548,0.022434782296372857,1
2018-03-05,1320.4674072265625,1323.7835324575738,1289.4735522793128,1296.297309284819,2858168,63.57293984785104,0.6356229178531887,1336.5450718946115,1222.137044804607,8.942730817816043,-0.020300502834865286,0
2018-03-06,1293.6612548828125,1329.4592740579567,1288.2829835166967,1327.3334997150434,1906764,55.09029035465556,-0.10609255134059836,1327.3425112025766,1226.6267636997673,7.886997583920458,-0.0050445979980699995,0
2018-03-07,1287.13525390625,1313.3035602380078,1283.330138095962,1305.2256166819955,1917772,53.22820997252354,-1.1120636589724455,1322.1434661819999,1228.6052887008127,7.3341741166886925,-0.007762362896345354,0
2018-03-08,1277.14404296875,1298.8056643960058,1270.1502656130083,1298.8056643960058,1951826,50.418454233939485,-2.4495373998630967,1322.2892261783459,1228.744367571654,7.333879007777519,0.010036737395104911,1
2018-03-09,1289.96240234375,1302.334346492153,1265.7710285293547,1277.5903543977738,1872436,53.78878909770049,-2.4634415041860223,1323.5076586286598,1230.8867871721216,7.251884814328459,0.005949066617509047,1
2018-03-12,1297.636474609375,1311.1351425605167,1290.5576871083604,1293.7463488291023,2091340,55.72900644819734,-1.9697106298255918,1325.5978213278895,1232.110686972892,7.310225856589573,-0.054175080557932964,0
