Price,Close,High,Low,Open,Volume,rsi,macd,bb_high,bb_low,bb_width,return,target
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,,,,,,,
Date,,,,,,,,,,,,
2018-02-19,888.2841186523438,892.7298074070187,879.2272798876089,890.3650854877734,1827276,43.065581505378994,-3.854483832926774,958.8741251826596,864.4139546513247,10.361519013488609,-0.007986451780780501,0
2018-02-20,881.1898803710938,891.9020813301356,879.1089714393954,891.3818540972111,2042034,39.60067927236047,-3.803719088597949,958.2360985991932,860.8427588226818,10.70798436023207,-0.003112745598848554,0
2018-02-21,878.4469604492188,883.7203021778308,875.9876148727839,883.4364893452819,1376536,38.31703523397193,-3.740367078093258,956.7057831412279,857.3622405404127,10.952570830193906,-0.0022613900666841324,0
2018-02-22,876.46044921875,879.6764939023467,870.9506937090432,874.9470503867426,6626798,37.37220607714566,-3.615649341333813,955.5338775090196,853.8945526667616,11.234412275967614,0.0147583609054307,1
2018-02-23,889.3955688476562,891.4291950237589,875.1362843732941,878.2104228154549,2038374,46.60487213765289,-2.4985022480423416,953.1587793923068,852.6232457541776,11.134847089861115,0.016484583948360276,1
2018-02-26,904.056884765625,905.5939540551733,890.8144416556704,892.9663040215559,2394442,54.74790026881239,-0.7020259507795563,949.6002976623041,853.1832777771491,10.69646087292004,-0.004708255457644417,0
2018-02-27,899.8003540039062,908.8808630144061,898.5943227409246,905.5702523516765,2393664,52.25623374265607,0.2203737542884494,942.8040145161115,855.387269663576,9.722741470456393,-0.009645016062251766,0
2018-02-28,891.1217651367188,896.4423893366892,888.1895331150554,893.652063720012,2033182,47.50864475246698,0.26385777439349223,935.1475358973133,857.779868887843,8.63031785927118,-0.005227621463055887,0
2018-03-01,886.4633178710938,895.4256488226113,883.4601325003623,888.8044272728226,1954920,45.13806433988981,0.010129626389510094,923.9278130441468,862.7874762624939,6.843881299675811,-0.0023475237050319953,0
2018-03-05,884.38232421875,888.1895495876589,878.8488980411433,886.3687252630597,1890732,44.079938583524665,-0.2521205211141617,911.71261436891,869.2705887560901,4.766134294624341,-0.01267408894029698,0
2018-03-06,873.173583984375,889.0881743263052,869.981209337445,884.4060132976473,2288414,38.803552412651975,-1.087901335844137,905.3301743735861,870.840821720164,3.883562194098769,-0.007393362093141453,0
2018-03-07,866.7178955078125,876.5551621164232,864.7788350151695,870.2176956127493,2814082,36.12170377126623,-1.9335388438933814,903.9328181871618,868.3955082288538,4.010240024789448,0.01104983230643053,1
2018-03-08,876.2949829101562,878.9671302035695,866.4341041339463,870.1230933908228,2759362,42.4736282989198,-1.7134433935938151,902.6476941415973,867.6020373037153,3.959402587709378,-0.000971427819193682,0
2018-03-09,875.4437255859375,882.159512749507,872.1094445838847,877.2881624985944,2054054,42.07315900604445,-1.4985122527211345,902.6289479755372,866.5921335674315,4.073749152556722,0.008751769993871727,1
2018-03-12,883.1054077148438,884.1458622745392,876.5551394933094,879.771126689394,3278558,46.92378464519577,-0.7513937258480432,902.1680680790788,866.4050825556868,4.044275523526539,-0.0037488944313899264,0
2018-03-13,879.7947387695312,891.3818754983868,877.3117808990622,883.1999150417598,2562100,45.163894319298755,-0.40839287719762396,902.0103260728699,867.0712291029113,3.9499701828598854,0.002284704274990945,1
2018-03-14,881.8048095703125,883.4128320326224,874.0012271847345,877.7847822807723,1840196,46.47645008544346,0.0038221588889921776,901.7045278854724,866.802399604762,3.94707283733874,0.008742279800851183,1
2018-03-15,889.5137939453125,892.6824981304577,882.13581558936,882.13581558936,2935462,51.291758456300606,0.8014929525463446,901.5743651892731,866.8214233849458,3.930448379132037,-0.014780982906716034,0
2018-03-16,876.3659057617188,889.6556308325511,873.3154377094472,889.1354035790779,3948168,44.01808415092579,0.4660810806416329,900.9938861586082,866.0350872300636,3.956788423395611,-0.003103066160880741,0
2018-03-19,873.646484375,879.6765250710515,871.7074240113905,876.3659144928272,3919370,42.67024944778801,0.10251588510427911,900.6025801382208,864.9437150277948,4.039414339692851,-0.0041953848251872206,0
2018-03-20,869.981201171875,877.7375006766285,867.9711875241552,872.6296781964942,1828686,40.85447923214621,-0.32023292580895646,900.3293664536254,863.3866369643433,4.189192525065198,0.0105463311746532,1
2018-03-21,879.1563110351562,881.1899372100289,871.7783903249265,874.001205796465,2960570,46.94117700614678,0.06225807457782029,900.2636328997825,863.2490135845925,4.1978286222080605,0.004760867689241444,1
2018-03-22,883.3418579101562,889.13542651377,877.359100009727,879.1563117307738,3336612,49.494603068679176,0.6108428261945917,900.4562386148029,863.5458976156658,4.184840850364453,-0.014027540040461028,0
2018-03-23,870.9507446289062,876.4132175693118,868.9170607053119,873.3627494163884,3595076,42.910822934067376,0.1754982447053468,900.6615800340509,862.7895857374334,4.295213276297222,0.02818280775774773,1
2018-03-26,895.49658203125,898.5943910512843,867.1435873644893,870.1704431755777,5250884,55.53013077369182,1.5030972066147523,901.635788758386,862.4254783314578,4.445459027804972,-0.0004489560119892433,0
2018-03-27,895.0945434570312,898.1213991079437,887.2436781076896,895.6621113660915,3068418,55.31445817601159,2.270539071681593,899.4895227953881,863.6755101635962,4.062468567867185,-0.003434518479049964,0
2018-03-28,892.0203247070312,898.4523563040874,887.2672686411667,890.5305384618487,4418754,53.60016871208117,2.4709474358438537,897.7907206211572,864.5963094081397,3.766983148130144,0.02391168824664147,1
2018-04-02,913.3500366210938,915.5019563439965,894.1012261233761,894.1012261233761,2298184,62.32461867210442,3.857214503216426,903.6969976725431,860.9128595051911,4.849132854304659,-0.007922374323950598,0
2018-04-03,906.1141357421875,910.748955957928,903.7966967680835,909.92130330521,2039942,58.31853027779925,4.08230237543653,907.0293376064801,859.5456013583637,5.375796429665234,-0.01704161736531895,0
